,row,CUI Part,status,RECOM series,candidates,vin_min,vin_max,vout_1,vout_2,isolation_vac,# full matches,RECOM_Artikelnummer,RECOM_Bezeichnung 1,RECOM_Inputvoltage,RECOM_Outputvoltage,RECOM_Isolation,RECOM_ProductgroupBezeichnung,score
123,313,VOF-180-48,matched 2,RACM230-G,12 RECOM candidates,80.0,264.0,48.0,,3000.0,2 of 12,21000353,RACM230-48SG,80-264,48,4KV,RACM230-G,4.0
124,313,VOF-180-48,matched 2,RACM230-G,12 RECOM candidates,80.0,264.0,48.0,,3000.0,2 of 12,21000392,RACM230-48SG/ENC,80-264,48,4KV,RACM230-G,4.0
125,315,VOF-180-24,matched 2,RACM230-G,12 RECOM candidates,80.0,264.0,24.0,,3000.0,2 of 12,21000351,RACM230-24SG,80-264,24,4KV,RACM230-G,4.0
126,315,VOF-180-24,matched 2,RACM230-G,12 RECOM candidates,80.0,264.0,24.0,,3000.0,2 of 12,21000390,RACM230-24SG/ENC,80-264,24,4KV,RACM230-G,4.0
127,317,VOF-180-12,matched 2,RACM230-G,12 RECOM candidates,80.0,264.0,12.0,,3000.0,2 of 12,21000350,RACM230-12SG,80-264,12,4KV,RACM230-G,4.0
128,317,VOF-180-12,matched 2,RACM230-G,12 RECOM candidates,80.0,264.0,12.0,,3000.0,2 of 12,21000389,RACM230-12SG/ENC,80-264,12,4KV,RACM230-G,4.0
129,367,VOF-275-12,matched 2,RACM230-G,12 RECOM candidates,80.0,264.0,12.0,,3000.0,2 of 12,21000350,RACM230-12SG,80-264,12,4KV,RACM230-G,4.0
130,367,VOF-275-12,matched 2,RACM230-G,12 RECOM candidates,80.0,264.0,12.0,,3000.0,2 of 12,21000389,RACM230-12SG/ENC,80-264,12,4KV,RACM230-G,4.0
131,368,VOF-300-48-CNF,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,48.0,,3000.0,2 of 15,21000338,RACM550-48SG/OF,80-264,48,4KV,RACM550-G,2.0
132,368,VOF-300-48-CNF,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,48.0,,3000.0,2 of 15,21000396,RACM550-48SG/ENC,80-264,48,4KV,RACM550-G,2.0
133,369,VOF-300-36-CNF,matched 3,RACM550-G,15 RECOM candidates,90.0,264.0,36.0,,3000.0,3 of 15,21000337,RACM550-36SG/OF,80-264,36,4KV,RACM550-G,2.0
134,369,VOF-300-36-CNF,matched 3,RACM550-G,15 RECOM candidates,90.0,264.0,36.0,,3000.0,3 of 15,20001430,RACM550-36SG/OF/MS,80-264,36,4KV,RACM550-G,2.0
135,369,VOF-300-36-CNF,matched 3,RACM550-G,15 RECOM candidates,90.0,264.0,36.0,,3000.0,3 of 15,21000395,RACM550-36SG/ENC,80-264,36,4KV,RACM550-G,2.0
136,370,VOF-300-24-CNF,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,21000336,RACM550-24SG/OF,80-264,24,4KV,RACM550-G,2.0
137,370,VOF-300-24-CNF,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,21000394,RACM550-24SG/ENC,80-264,24,4KV,RACM550-G,2.0
138,370,VOF-300-24-CNF,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,21000399,RACM550-24SG/ENC/F/DIN,80-264,24,4KV,RACM550-G,2.0
139,370,VOF-300-24-CNF,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,20001757,RACM550-24SG/OF401,80-264,24,4KV,RACM550-G,2.0
140,372,VOF-300-48,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,48.0,,3000.0,2 of 15,21000338,RACM550-48SG/OF,80-264,48,4KV,RACM550-G,2.0
141,372,VOF-300-48,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,48.0,,3000.0,2 of 15,21000396,RACM550-48SG/ENC,80-264,48,4KV,RACM550-G,2.0
142,373,VOF-300-36,matched 3,RACM550-G,15 RECOM candidates,90.0,264.0,36.0,,3000.0,3 of 15,21000337,RACM550-36SG/OF,80-264,36,4KV,RACM550-G,2.0
143,373,VOF-300-36,matched 3,RACM550-G,15 RECOM candidates,90.0,264.0,36.0,,3000.0,3 of 15,20001430,RACM550-36SG/OF/MS,80-264,36,4KV,RACM550-G,2.0
144,373,VOF-300-36,matched 3,RACM550-G,15 RECOM candidates,90.0,264.0,36.0,,3000.0,3 of 15,21000395,RACM550-36SG/ENC,80-264,36,4KV,RACM550-G,2.0
145,374,VOF-300-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,21000336,RACM550-24SG/OF,80-264,24,4KV,RACM550-G,2.0
146,374,VOF-300-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,21000394,RACM550-24SG/ENC,80-264,24,4KV,RACM550-G,2.0
147,374,VOF-300-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,21000399,RACM550-24SG/ENC/F/DIN,80-264,24,4KV,RACM550-G,2.0
148,374,VOF-300-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,20001757,RACM550-24SG/OF401,80-264,24,4KV,RACM550-G,2.0
149,455,PCM-400-48-U,matched 2,RACM600-L,8 RECOM candidates,90.0,264.0,48.0,,3000.0,2 of 8,20000898,RACM600-48SL/OF,80-275,48,4KV,RACM600-L,0.0
150,455,PCM-400-48-U,matched 2,RACM600-L,8 RECOM candidates,90.0,264.0,48.0,,3000.0,2 of 8,20001429,RACM600-48SL/RF,80-275,48,4KV,RACM600-L,0.0
151,458,PCM-400-24-U,matched 2,RACM600-L,8 RECOM candidates,90.0,264.0,24.0,,3000.0,2 of 8,20001422,RACM600-24SL/OF,80-275,24,4KV,RACM600-L,0.0
152,458,PCM-400-24-U,matched 2,RACM600-L,8 RECOM candidates,90.0,264.0,24.0,,3000.0,2 of 8,20001428,RACM600-24SL/RF,80-275,24,4KV,RACM600-L,0.0
153,461,PCM-400-12-U,matched 2,RACM600-L,8 RECOM candidates,90.0,264.0,12.0,,3000.0,2 of 8,20000897,RACM600-12SL/OF,80-275,12,4KV,RACM600-L,0.0
154,461,PCM-400-12-U,matched 2,RACM600-L,8 RECOM candidates,90.0,264.0,12.0,,3000.0,2 of 8,20001427,RACM600-12SL/RF,80-275,12,4KV,RACM600-L,0.0
155,465,VMS-450B-56,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,56.0,,4000.0,2 of 15,21000339,RACM550-56SG/OF,80-264,56,4KV,RACM550-G,3.0
156,465,VMS-450B-56,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,56.0,,4000.0,2 of 15,21000397,RACM550-56SG/ENC,80-264,56,4KV,RACM550-G,3.0
157,488,VMS-450B-48,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,48.0,,4000.0,2 of 15,21000338,RACM550-48SG/OF,80-264,48,4KV,RACM550-G,3.0
158,488,VMS-450B-48,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,48.0,,4000.0,2 of 15,21000396,RACM550-48SG/ENC,80-264,48,4KV,RACM550-G,3.0
159,489,VMS-450B-36,matched 3,RACM550-G,15 RECOM candidates,90.0,264.0,36.0,,4000.0,3 of 15,21000337,RACM550-36SG/OF,80-264,36,4KV,RACM550-G,3.0
160,489,VMS-450B-36,matched 3,RACM550-G,15 RECOM candidates,90.0,264.0,36.0,,4000.0,3 of 15,20001430,RACM550-36SG/OF/MS,80-264,36,4KV,RACM550-G,3.0
161,489,VMS-450B-36,matched 3,RACM550-G,15 RECOM candidates,90.0,264.0,36.0,,4000.0,3 of 15,21000395,RACM550-36SG/ENC,80-264,36,4KV,RACM550-G,3.0
162,490,VMS-450B-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,4000.0,4 of 15,21000336,RACM550-24SG/OF,80-264,24,4KV,RACM550-G,3.0
163,490,VMS-450B-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,4000.0,4 of 15,21000394,RACM550-24SG/ENC,80-264,24,4KV,RACM550-G,3.0
164,490,VMS-450B-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,4000.0,4 of 15,21000399,RACM550-24SG/ENC/F/DIN,80-264,24,4KV,RACM550-G,3.0
165,490,VMS-450B-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,4000.0,4 of 15,20001757,RACM550-24SG/OF401,80-264,24,4KV,RACM550-G,3.0
166,497,VOF-550-48,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,48.0,,3000.0,2 of 15,21000338,RACM550-48SG/OF,80-264,48,4KV,RACM550-G,2.0
167,497,VOF-550-48,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,48.0,,3000.0,2 of 15,21000396,RACM550-48SG/ENC,80-264,48,4KV,RACM550-G,2.0
168,498,VOF-550-30,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,30.0,,3000.0,2 of 15,20001591,RACM550-30SG/OF,80-264,30,4KV,RACM550-G,2.0
169,498,VOF-550-30,matched 2,RACM550-G,15 RECOM candidates,90.0,264.0,30.0,,3000.0,2 of 15,20001592,RACM550-30SG/ENC,80-264,30,4KV,RACM550-G,2.0
170,499,VOF-550-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,21000336,RACM550-24SG/OF,80-264,24,4KV,RACM550-G,2.0
171,499,VOF-550-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,21000394,RACM550-24SG/ENC,80-264,24,4KV,RACM550-G,2.0
172,499,VOF-550-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,21000399,RACM550-24SG/ENC/F/DIN,80-264,24,4KV,RACM550-G,2.0
173,499,VOF-550-24,matched 4,RACM550-G,15 RECOM candidates,90.0,264.0,24.0,,3000.0,4 of 15,20001757,RACM550-24SG/OF401,80-264,24,4KV,RACM550-G,2.0
