id,company,product_series_id,part_number,converter_type,ac_voltage_input_min,ac_voltage_input_max,dc_voltage_input_min,dc_voltage_input_max,input_voltage_tolerance,power,is_regulated,regulation_voltage_range,efficiency,voltage_output_1,voltage_output_2,voltage_output_3,i_out1,i_out2,i_out3,output_type,pin_count,mounting_type,connection_type,dimensions_unit,dimensions_length,dimensions_width,dimensions_height,operating_temp_min,operating_temp_max,created_at,updated_at
1,recom,1,REM1-0505S,DC/DC,,,4.5,5.5,10,1,false,,80,5,,,0.2,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
2,recom,1,REM1-0512S,DC/DC,,,4.5,5.5,10,1,false,,84,12,,,0.084,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
3,recom,1,REM1-053.3S,DC/DC,,,4.5,5.5,10,1,false,,79,3.3,,,0.303,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
4,recom,1,REM1-1205S,DC/DC,,,10.8,13.2,,1,false,,81,5,,,0.2,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
5,recom,1,REM1-123.3S,DC/DC,,,10.8,13.2,10,1,false,,78,3.3,,,0.303,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
6,recom,1,REM1-1505S,DC/DC,,,13.5,16.5,10,1,false,,81,5,,,,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
7,recom,1,REM1-153.3S,DC/DC,,,13.5,16.5,,1,,,77,3.3,,,0.303,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
8,recom,1,REM1-2405S,DC/DC,,,21.6,26.4,10,1,false,,80,5,,,0.2,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
9,recom,1,REM1-243.3S,DC/DC,,,24,24,10,1,false,,76,3.3,,,0.303,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
10,recom,1,REM1-3.305S,DC/DC,,,3.3,3.3,10,1,false,,81,5,,,0.2,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
11,recom,1,REM1-3.312S,DC/DC,,,3.3,3.3,10,1,false,,85,12,,,0.084,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
12,recom,1,REM1-3.33.3S,DC/DC,,,3,3.6,10,1,false,,78,3.3,,,0.303,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
13,recom,2,REDIIN240-24,AC/DC,90,264,,,,240,true,,90,24,,,,,,Single,5,DIN-Rail,Terminal,mm,123.6,40,116.8,-30,70,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
14,recom,2,REDIIN240-48,AC/DC,90,264,,,,240,,,90.5,48,,,5,,,Single,5,DIN-Rail,,mm,123.6,40,116.8,-30,70,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
15,recom,3,REDIIN480-24,AC/DC,90,264,,,,480,true,,93,24,,,,,,,4,DIN-Rail,,mm,123.6,56,116.8,-30,70,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
16,recom,3,REDIIN480-48,AC/DC,90,264,,,,480,true,,93.5,48,,,,,,,5,DIN-Rail,,mm,123.6,56,116.8,-30,70,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
17,recom,4,RAC15-05SK/480,AC/DC,85,528,,,,15,true,,86,5,,,3,,,Single,4,PCB Mount,THT,mm,52.5,40,25.5,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
18,recom,4,RAC15-12SK/480,AC/DC,85,528,,,,15,true,,84,12,,,1.25,,,Single,4,PCB Mount,THT,mm,52.5,40,25.5,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
19,recom,4,RAC15-15SK/480,AC/DC,85,528,,,,15,true,,85,15,,,1,,,Single,4,PCB Mount,THT,mm,52.5,40,25.5,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
20,recom,4,RAC15-24SK/480,AC/DC,85,528,,,,15,true,,87,24,,,0.625,,,Single,4,PCB Mount,THT,mm,52.5,40,25.5,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
21,recom,5,R1SE-0505,DC/DC,,,5,5,10,1,false,,75,5,,,0.2,,,Single,5,PCB Mount,SMD,mm,12.75,10.7,6.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
22,recom,5,R1SE-0505-R,DC/DC,,,4.5,5.5,10,1,false,,75,5,,,0.2,,,Single,5,PCB Mount,SMD,mm,12.75,10.7,6.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
23,recom,5,R1SE8-0505,DC/DC,,,5,5,10,1,false,1:1,75,5,,,0.2,,,Single,5,PCB Mount,SMD,mm,12.75,10.7,6.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
24,recom,5,R1SE8-0505-R,DC/DC,,,5,5,10,1,false,,75,5,,,0.2,,,Single,4,PCB Mount,SMD,mm,12.75,10.7,6.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
25,recom,6,RAC03-05SK,AC/DC,85,264,,,,3,true,,74,5,,,0.6,,,Single,4,PCB Mount,THT,mm,28.5,23.5,17.9,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
26,recom,6,RAC03-12SK,AC/DC,85,264,,,,3,true,,78,12,,,0.25,,,Single,4,PCB Mount,THT,mm,28.5,23.5,17.9,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
27,recom,6,RAC03-15SK,AC/DC,85,264,,,,3,true,,75,15,,,0.2,,,Single,4,PCB Mount,THT,mm,28.5,23.5,17.9,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
28,recom,6,RAC03-18SK,AC/DC,85,264,,,,3,,,,18,,,0.17,,,Single,4,PCB Mount,THT,mm,28.5,23.5,17.9,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
29,recom,6,RAC03-24SK,AC/DC,85,264,,,,3,true,,77,24,,,0.125,,,Single,4,PCB Mount,THT,mm,28.5,23.5,17.9,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
30,recom,6,RAC03-3.3SK,AC/DC,85,264,,,,3,true,,69,3.3,,,0.9,,,Single,4,PCB Mount,THT,mm,28.5,23.5,17.9,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
31,recom,7,RP120Q-11005SRW,DC/DC,,,40,160,,120,true,4:1,89,5,,,,,,,8,PCB Mount,THT,mm,57.9,36.6,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
32,recom,7,RP120Q-11005SRW/N-HC,DC/DC,,,40,160,,120,true,,89,5,,,,,,,8,PCB Mount,THT,mm,57.9,36.6,18.8,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
33,recom,7,RP120Q-11005SRW/P,DC/DC,,,40,160,,120,true,4:1,89,5,,,24,,,Single,8,PCB Mount,THT,mm,57.9,36.6,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
34,recom,7,RP120Q-2405SRW,DC/DC,,,9,36,,120,true,,89,5,,,,,,,8,PCB Mount,THT,mm,57.9,36.6,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
35,recom,7,RP120Q-2405SRW/N-HC,DC/DC,,,9,36,,120,true,,89,5,,,,,,,8,PCB Mount,THT,mm,57.9,36.6,18.8,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
36,recom,7,RP120Q-2405SRW/P,DC/DC,,,9,36,,120,true,,,5,,,,,,,8,PCB Mount,THT,mm,57.9,36.6,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
37,recom,7,RP120Q-2412SRW,DC/DC,,,9,36,,120,true,4:1,89,12,,,,,,,8,PCB Mount,THT,mm,57.9,36.6,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
38,recom,7,RP120Q-2415SRW,DC/DC,,,9,36,,120,true,,89,15,,,8,,,,8,PCB Mount,THT,mm,57.9,36.6,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
39,recom,7,RP120Q-2415SRW/N-HC,DC/DC,,,9,36,,120,true,4:1,89,15,,,8,,,Single,8,PCB Mount,THT,mm,57.9,36.6,18.8,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
40,recom,8,RFMM-0505S,DC/DC,,,4.5,5.5,10,1,false,,80,5,,,0.2,,,Single,4,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
41,recom,9,RFM-0505S,DC/DC,,,5,5,10,1,false,,79,5,,,0.2,,,Single,4,PCB Mount,THT,mm,11.5,6,10,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
42,recom,10,RAC02-05SGB,AC/DC,85,264,,,,2,true,,63,5,,,0.4,,,Single,4,PCB Mount,THT,mm,33.7,22.2,19,-25,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
43,recom,10,RAC02-12SGB,AC/DC,85,264,,,,2,true,,68,12,,,0.167,,,Single,4,PCB Mount,THT,mm,33.7,22.2,19,-25,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
44,recom,10,RAC02-15SGB,AC/DC,85,264,,,,2,,,,15,,,0.14,,,Single,4,PCB Mount,THT,mm,33.7,22.2,19,-25,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
45,recom,10,RAC02-24SGB,AC/DC,85,264,,,,2,true,,63,24,,,0.083,,,Single,4,PCB Mount,THT,mm,33.7,22.2,19,-25,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
46,recom,10,RAC02-3.3SGB,AC/DC,85,264,,,,2,true,,63,3.3,,,0.5,,,Single,4,PCB Mount,THT,mm,33.7,22.2,19,-25,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
47,recom,11,REDIIN120-12,AC/DC,90,264,,,,120,true,,86,12,,,,,,,4,DIN-Rail,Terminal,mm,123.6,30,116.8,,,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
48,recom,11,REDIIN120-24,AC/DC,90,264,,,,120,,,88.5,24,,,,,,,5,DIN-Rail,Terminal,mm,123.6,30,116.8,-30,70,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
49,recom,11,REDIIN120-48,AC/DC,90,264,,,,120,true,,89.5,48,,,2.5,,,Single,5,DIN-Rail,Terminal,mm,123.6,30,116.8,-30,70,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
50,recom,12,RAC05E-05SK,AC/DC,90,264,,,,5,,,74,5,,,1,,,Single,5,PCB Mount,THT,mm,37,24,18,-25,75,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
51,recom,12,RAC05E-12SK,AC/DC,90,264,,,,5,,,78,12,,,0.417,,,Single,5,PCB Mount,THT,mm,37,24,18,-25,75,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
52,recom,12,RAC05E-15SK,AC/DC,90,264,,,,5,,,79,15,,,0.333,,,Single,5,PCB Mount,THT,mm,37,24,18,-25,75,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
53,recom,12,RAC05E-24SK,AC/DC,90,264,,,,5,,,80,24,,,0.208,,,Single,5,PCB Mount,THT,mm,37,24,18,-25,75,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
54,recom,13,RAC02E-05SK/277,AC/DC,85,305,,,,2,true,,,5,,,0.4,,,Single,4,PCB Mount,THT,mm,33.7,22.2,15.4,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
55,recom,13,RAC02E-12SK/277,AC/DC,85,305,,,,2,true,,73,12,,,0.167,,,Single,4,PCB Mount,THT,mm,33.7,22.2,15.4,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
56,recom,13,RAC02E-15SK/277,AC/DC,85,305,,,,2,true,,75,15,,,0.133,,,Single,4,PCB Mount,THT,mm,33.7,22.2,15.4,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
57,recom,13,RAC02E-24SK/277,AC/DC,85,305,,,,2,true,,,24,,,0.083,,,Single,4,PCB Mount,THT,mm,33.7,22.2,15.4,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
58,recom,13,RAC02E-3.3SK/277,AC/DC,85,305,,,,2,true,,68,3.3,,,0.6,,,Single,4,PCB Mount,THT,mm,33.7,22.2,15.4,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
59,recom,14,REE-0505S,DC/DC,,,5,5,10,1,false,,76,5,,,0.2,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
60,recom,15,RP100H-11005SRW/N,DC/DC,,,43,160,,100,true,4:1,93,5,,,,,,,9,PCB Mount,THT,mm,61,57.9,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
61,recom,15,RP100H-11005SRW,DC/DC,,,43,160,,100,true,4:1,93,5,,,20,,,Single,9,PCB Mount,THT,mm,61,57.9,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
62,recom,15,RP100H-11015SRW,DC/DC,,,43,160,,100,true,4:1,91,15,,,6.7,,,Single,9,PCB Mount,THT,mm,61,57.9,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
63,recom,15,RP100H-11015SRW/P,DC/DC,,,43,160,,100,true,4:1,91,15,,,,,,,9,PCB Mount,THT,mm,61,57.9,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
64,recom,15,RP100H-11015SRW/P-HC,DC/DC,,,43,160,,100,true,4:1,91,15,,,,,,,9,PCB Mount,THT,mm,61,57.9,24.13,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
65,recom,15,RP100H-2405SRW,DC/DC,,,9,36,,100,true,4:1,93,5,,,20,,,Single,9,PCB Mount,THT,mm,61,57.9,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
66,recom,15,RP100H-2415SRW,DC/DC,,,9,36,,100,true,4:1,91,15,,,6.7,,,Single,9,PCB Mount,THT,mm,61,57.9,12.7,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
67,recom,16,RAC02-05SE/277,AC/DC,85,305,,,,2,true,,70,5,,,0.4,,,Single,4,PCB Mount,THT,mm,33.7,22.2,17.75,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
68,recom,16,RAC02-12SE/277,AC/DC,85,305,,,,2,true,,,12,,,0.167,,,Single,4,PCB Mount,THT,mm,33.7,22.2,17.75,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
69,recom,16,RAC02-24SE/277,AC/DC,85,305,,,,2,true,,76,24,,,0.083,,,Single,4,PCB Mount,THT,mm,33.7,22.2,17.75,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
70,recom,16,RAC02-3.3SE/277,AC/DC,85,305,,,,2,true,,67,3.3,,,0.6,,,Single,4,PCB Mount,THT,mm,33.7,22.2,17.75,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
71,recom,17,RACM90-12SK/ENC,AC/DC,85,264,,,,90,true,,87,12,,,7.5,,,Single,4,PCB Mount,Terminal,mm,118.3,62.7,38.7,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
72,recom,17,RACM90-12SK/OF,AC/DC,85,264,,,,90,true,,87,12,,,7.5,,,Single,4,PCB Mount,Terminal,mm,101.6,50.8,32,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
73,recom,17,RACM90-15SK/ENC,AC/DC,85,264,,,,90,true,,,15,,,6,,,Single,4,PCB Mount,Terminal,mm,118.3,62.7,38.7,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
74,recom,17,RACM90-15SK/OF,AC/DC,85,264,,,,90,true,,89,15,,,6,,,Single,4,PCB Mount,THT,mm,101.6,50.8,32,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
75,recom,17,RACM90-24SK/ENC,AC/DC,85,264,,,,90,true,,89,24,,,3.75,,,Single,4,PCB Mount,Terminal,mm,118.3,62.7,38.7,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
76,recom,17,RACM90-24SK/OF,AC/DC,85,264,,,,90,true,,89,24,,,3.75,,,Single,4,PCB Mount,Terminal,mm,101.6,50.8,32,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
77,recom,17,RACM90-36SK/ENC,AC/DC,85,264,,,,90,true,,90,36,,,2.5,,,Single,4,PCB Mount,Terminal,mm,118.3,62.7,38.7,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
78,recom,17,RACM90-36SK/OF,AC/DC,85,264,,,,90,true,,90,36,,,2.5,,,Single,4,PCB Mount,THT,mm,101.6,50.8,32,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
79,recom,17,RACM90-48SK/ENC,AC/DC,85,264,,,,90,true,,90,48,,,1.87,,,Single,4,PCB Mount,Terminal,mm,118.3,62.7,38.7,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
80,recom,17,RACM90-48SK/OF,AC/DC,85,264,,,,90,true,,90,48,,,1.87,,,Single,4,PCB Mount,THT,mm,101.6,50.8,32,-40,90,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
81,recom,18,RYK-0505S/H,DC/DC,,,5,5,10,1,true,1:1,81,5,,,0.2,,,Single,4,PCB Mount,THT,mm,19.6,6,10.2,-40,105,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
82,recom,18,RYK-053.3S/H,DC/DC,,,4.5,5.5,,1,true,1:1,75,3.3,,,0.303,,,Single,4,,THT,mm,19.6,6,10.2,-40,105,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
83,recom,19,RP-0505D,DC/DC,,,4.5,5.5,10,1,false,,75,5,-5,,0.1,0.1,,Dual,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
84,recom,19,RP-0505D/P,DC/DC,,,5,5,,1,false,,74,5,-5,,0.1,0.1,,Dual,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
85,recom,19,RP-0505S,DC/DC,,,5,5,,1,false,,70,5,,,0.2,,,Single,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
86,recom,19,RP-0505S/P,DC/DC,,,5,5,,1,false,,,5,,,,,,Single,5,PCB Mount,THT,mm,19.65,7.05,10.2,,,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
87,recom,19,RP-0505S/P/X2,DC/DC,,,5,5,10,1,false,,70,5,,,0.2,,,Single,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
88,recom,19,RP-0505S/X2,DC/DC,,,5,5,10,1,false,,70,5,,,0.2,,,Single,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
89,recom,19,RP-0509D,DC/DC,,,5,5,,1,,,75,9,-9,,0.056,0.056,,Dual,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
90,recom,19,RP-0509D/P,DC/DC,,,5,5,10,1,false,,75,9,-9,,0.056,0.056,,Dual,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
91,recom,19,RP-0509S,DC/DC,,,5,5,,1,,,75,9,,,0.111,,,Single,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
92,recom,19,RP-0509S/P,DC/DC,,,5,5,,1,false,,75,9,,,0.111,,,Single,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
93,recom,19,RP-0509S/P/X2,DC/DC,,,5,5,,1,false,,75,9,,,0.111,,,Single,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
94,recom,19,RP-0509S/X2,DC/DC,,,4.5,5.5,,1,false,,75,9,,,0.111,,,Single,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
95,recom,19,RP-0512D,DC/DC,,,5,5,,1,,,,12,-12,,,,,Dual,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
96,recom,19,RP-0512D/P,DC/DC,,,4.5,5.5,10,1,false,,79,12,-12,,0.042,0.042,,Dual,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
97,recom,19,RP-0512S,DC/DC,,,5,5,,1,,,75,12,,,0.084,,,Single,5,PCB Mount,THT,mm,19.65,7.05,10.2,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
98,recom,20,R1DX-0505-R,DC/DC,,,4.5,5.5,10,1,false,,78,5,-5,,0.1,0.1,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
99,recom,20,R1DX-0505-Tray,DC/DC,,,4.5,5.5,10,1,false,,78,5,-5,,0.1,0.1,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
100,recom,20,R1DX-0505/H-R,DC/DC,,,4.5,5.5,10,1,,,78,5,-5,,0.1,0.1,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
101,recom,20,R1DX-0505/H-Tray,DC/DC,,,5,5,,1,false,,,5,-5,,0.1,0.1,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
102,recom,20,R1DX-0509-R,DC/DC,,,4.5,5.5,10,1,false,,78,9,-9,,0.056,0.056,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
103,recom,20,R1DX-0509-Tray,DC/DC,,,5,5,,1,,,78,9,-9,,0.056,0.056,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
104,recom,20,R1DX-0509/H-R,DC/DC,,,5,5,,1,false,,78,9,-9,,0.056,0.056,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
105,recom,20,R1DX-0509/H-Tray,DC/DC,,,5,5,,1,,,78,9,-9,,0.056,0.056,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
106,recom,20,R1DX-0512-R,DC/DC,,,4.5,5.5,10,1,false,,80,12,-12,,0.042,0.042,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
107,recom,20,R1DX-0512-Tray,DC/DC,,,4.5,5.5,,1,false,,80,12,-12,,0.042,0.042,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
108,recom,20,R1DX-0512/H-R,DC/DC,,,5,5,,1,,,,12,-12,,,,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
109,recom,20,R1DX-0512/H-Tray,DC/DC,,,5,5,,1,,,,12,-12,,,,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
110,recom,20,R1DX-0515-R,DC/DC,,,4.5,5.5,10,1,false,,80,15,-15,,0.033,0.033,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
111,recom,20,R1DX-0515-Tray,DC/DC,,,5,5,,1,,,,15,-15,,,,,Dual,6,PCB Mount,SMD,,,,,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
112,recom,20,R1DX-0515/H-R,DC/DC,,,5,5,,1,,,80,15,-15,,0.033,0.033,,Dual,6,PCB Mount,SMD,mm,15.24,11.1,8,-40,95,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
113,recom,21,RAC10-05SK/277,AC/DC,85,305,,,,10,true,,82,5,,,2,,,Single,4,PCB Mount,THT,mm,52.5,27.4,23,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
114,recom,21,RAC10-12DK/277,AC/DC,85,305,,,,10,true,,82,12,-12,,0.42,0.42,,Dual,5,PCB Mount,THT,mm,52.5,27.4,23,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
115,recom,21,RAC10-12SK/277,AC/DC,85,305,,,,10,true,,84,12,,,0.84,,,Single,4,PCB Mount,THT,mm,52.5,27.4,23,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
116,recom,21,RAC10-15DK/277,AC/DC,85,305,,,,10,,,83,15,-15,,0.34,0.34,,Dual,5,PCB Mount,THT,mm,52.5,27.4,23,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
117,recom,21,RAC10-15SK/277,AC/DC,85,305,,,,10,true,,,15,,,0.67,,,Single,5,PCB Mount,THT,mm,52.5,27.4,23,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
118,recom,21,RAC10-18SK/277,AC/DC,85,305,,,,10,,,,18,,,0.56,,,Single,4,PCB Mount,THT,mm,52.5,27.4,23,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
119,recom,21,RAC10-24SK/277,AC/DC,85,305,,,,10,true,,84,24,,,0.42,,,Single,5,PCB Mount,THT,mm,52.5,27.4,23,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
120,recom,21,RAC10-3.3SK/277,AC/DC,85,305,,,,10,true,,79,3.3,,,2.5,,,Single,4,PCB Mount,THT,mm,52.5,27.4,23,-40,80,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
121,recom,22,RAC04-05SGA,AC/DC,85,305,,,,4,true,,72,5,,,0.8,,,Single,5,PCB Mount,THT,mm,37,24,15,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
122,recom,22,RAC04-09SGA,AC/DC,85,305,,,,4,true,,77,9,,,0.44,,,Single,5,PCB Mount,THT,mm,37,24,15,-40,85,2025-04-22 19:37:35.730,2025-04-22 19:37:35.730
