id,company,product_series_id,part_number,converter_type,ac_voltage_input_min,ac_voltage_input_max,dc_voltage_input_min,dc_voltage_input_max,input_voltage_tolerance,power,is_regulated,regulation_voltage_range,efficiency,voltage_output_1,voltage_output_2,voltage_output_3,i_out1,i_out2,i_out3,output_type,pin_count,mounting_type,connection_type,dimensions_unit,dimensions_length,dimensions_width,dimensions_height,operating_temp_min,operating_temp_max,created_at,updated_at
510,traco,86,TES 5-2410WI,DC/DC,,,9,36,,5,true,4:1,76,3.3,,,1.2,,,Single,7,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
511,traco,86,TES 5-2411WI,DC/DC,,,9,36,,5,true,4:1,80,5,,,1,,,Single,7,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
512,traco,86,TES 5-2412WI,DC/DC,,,9,36,,5,true,4:1,83,12,,,0.42,,,Single,7,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
513,traco,86,TES 5-2413WI,DC/DC,,,9,36,,5,true,4:1,83,15,,,0.335,,,Single,8,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
514,traco,86,TES 5-2421WI,DC/DC,,,9,36,,5,,,80,5,-5,,0.5,0.5,,Dual,9,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
515,traco,86,TES 5-2422WI,DC/DC,,,9,36,,5,true,4:1,83,12,-12,,0.21,0.21,,Dual,9,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
516,traco,86,TES 5-2423WI,DC/DC,,,9,36,,5,true,4:1,83,15,-15,,0.165,0.165,,Dual,9,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
517,traco,86,TES 5-4810WI,DC/DC,,,18,75,,5,true,4:1,76,3.3,,,1.2,,,Single,6,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
518,traco,86,TES 5-4811WI,DC/DC,,,18,75,,5,true,4:1,80,5,,,1,,,Single,7,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
519,traco,86,TES 5-4812WI,DC/DC,,,18,75,,5,true,4:1,83,12,,,0.42,,,Single,8,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
520,traco,86,TES 5-4813WI,DC/DC,,,18,75,,5,,,83,15,,,0.335,,,Single,7,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
521,traco,86,TES 5-4821WI,DC/DC,,,18,75,,5,true,4:1,80,5,-5,,0.5,0.5,,Dual,8,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
522,traco,86,TES 5-4822WI,DC/DC,,,18,75,,5,true,4:1,83,12,-12,,0.21,0.21,,Dual,9,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
523,traco,86,TES 5-4823WI,DC/DC,,,18,75,,5,,,83,15,-15,,0.165,0.165,,Dual,9,PCB Mount,SMD,mm,33.4,25.6,10.2,-40,70,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
524,traco,87,TEN 60-2411WIN,DC/DC,,,9,36,,60,true,4:1,92,5,,,12,,,Single,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
525,traco,87,TEN 60-2412WIN,DC/DC,,,9,36,,60,true,4:1,92,12,,,5,,,Single,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
526,traco,87,TEN 60-2413WIN,DC/DC,,,9,36,,60,true,4:1,92,15,,,4,,,Single,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
527,traco,87,TEN 60-2415WIN,DC/DC,,,9,36,,60,true,,92,24,,,2.5,,,Single,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
528,traco,87,TEN 60-2422WIN,DC/DC,,,9,36,,60,true,4:1,91,12,-12,,2.5,2.5,,Dual,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
529,traco,87,TEN 60-2423WIN,DC/DC,,,9,36,,60,true,4:1,91,15,-15,,2,2,,Dual,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
530,traco,87,TEN 60-2425WIN,DC/DC,,,9,36,,60,,,91,24,-24,,1.25,1.25,,Dual,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
531,traco,87,TEN 60-4811WIN,DC/DC,,,18,75,,60,,,92,5,,,12,,,Single,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
532,traco,87,TEN 60-4812WIN,DC/DC,,,18,75,,60,true,4:1,92,12,,,5,,,Single,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
533,traco,87,TEN 60-4813WIN,DC/DC,,,18,75,,60,true,4:1,92,15,,,4,,,Single,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
534,traco,87,TEN 60-4815WIN,DC/DC,,,18,75,,60,true,4:1,91,24,,,2.5,,,Single,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
535,traco,87,TEN 60-4822WIN,DC/DC,,,18,75,,60,true,4:1,91,12,-12,,2.5,2.5,,Dual,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
536,traco,87,TEN 60-4823WIN,DC/DC,,,18,75,,60,true,4:1,91,15,-15,,2,2,,Dual,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
537,traco,87,TEN 60-4825WIN,DC/DC,,,18,75,,60,true,4:1,91,24,-24,,1.25,1.25,,Dual,6,PCB Mount,THT,mm,50.8,25.4,10.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
538,traco,88,TMR 2-0510E,DC/DC,,,4.5,9,,2,true,2:1,70,3.3,,,0.5,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
539,traco,88,TMR 2-0511E,DC/DC,,,4.5,9,,2,true,2:1,73,5,,,0.4,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
540,traco,88,TMR 2-0512E,DC/DC,,,4.5,9,,2,true,2:1,75,12,,,0.167,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
541,traco,88,TMR 2-1210E,DC/DC,,,9,18,,2,true,2:1,73,3.3,,,0.5,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
542,traco,88,TMR 2-1211E,DC/DC,,,9,18,,2,true,2:1,77,5,,,0.4,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
543,traco,88,TMR 2-1212E,DC/DC,,,9,18,,2,true,2:1,80,12,,,0.167,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
544,traco,88,TMR 2-2410E,DC/DC,,,18,36,,2,true,2:1,72,3.3,,,0.5,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
545,traco,88,TMR 2-2411E,DC/DC,,,18,36,,2,true,2:1,77,5,,,0.4,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
546,traco,88,TMR 2-2412E,DC/DC,,,18,36,,2,true,2:1,81,12,,,0.167,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
547,traco,88,TMR 2-4810E,DC/DC,,,36,75,,2,true,,71,3.3,,,0.5,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
548,traco,88,TMR 2-4811E,DC/DC,,,36,75,,2,true,2:1,73,5,,,0.4,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
549,traco,88,TMR 2-4812E,DC/DC,,,36,75,,2,true,2:1,79,12,,,0.167,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
550,traco,89,THM 3-0510,DC/DC,,,4.5,9,,3,,,81,3.3,,,1,,,Single,5,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
551,traco,89,THM 3-0511,DC/DC,,,4.5,9,,3,,,85,5,,,0.6,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
552,traco,89,THM 3-0512,DC/DC,,,4.5,9,,3,,,86,12,,,0.25,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
553,traco,89,THM 3-0513,DC/DC,,,4.5,9,,3,,,88,15,,,0.2,,,Single,5,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
554,traco,89,THM 3-0515,DC/DC,,,4.5,9,,3,,,86,24,,,0.125,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
555,traco,89,THM 3-0521,DC/DC,,,4.5,9,,3,,,83,5,-5,,0.3,0.3,,Dual,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
556,traco,89,THM 3-0522,DC/DC,,,4.5,9,,3,,,86,12,-12,,0.125,0.125,,Dual,6,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
557,traco,89,THM 3-0523,DC/DC,,,4.5,9,,3,,,86,15,-15,,0.1,0.1,,Dual,6,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
558,traco,89,THM 3-1210,DC/DC,,,9,18,,3,true,2:1,82,3.3,,,1,,,Single,5,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
559,traco,89,THM 3-1211,DC/DC,,,9,18,,3,,,85,5,,,0.6,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
560,traco,89,THM 3-1212,DC/DC,,,9,18,,3,true,2:1,87,12,,,0.25,,,Single,5,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
561,traco,89,THM 3-1213,DC/DC,,,9,18,,3,true,2:1,87,15,,,0.2,,,Single,5,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
562,traco,89,THM 3-1215,DC/DC,,,9,18,,3,,,87,24,,,0.125,,,Single,5,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
563,traco,89,THM 3-1221,DC/DC,,,9,18,,3,,,84,5,-5,,0.3,0.3,,Dual,6,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
564,traco,89,THM 3-1222,DC/DC,,,9,18,,3,,,88,12,-12,,0.125,0.125,,Dual,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
565,traco,89,THM 3-1223,DC/DC,,,9,18,,3,true,2:1,87,15,-15,,0.1,0.1,,Dual,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
566,traco,89,THM 3-2410,DC/DC,,,18,36,,3,,,82,3.3,,,1,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
567,traco,89,THM 3-2411,DC/DC,,,18,36,,3,,,85,5,,,0.6,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
568,traco,89,THM 3-2412,DC/DC,,,18,36,,3,,,87,12,,,0.25,,,Single,5,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
569,traco,89,THM 3-2413,DC/DC,,,18,36,,3,true,2:1,87,15,,,0.2,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
570,traco,89,THM 3-2415,DC/DC,,,18,36,,3,,,87,24,,,0.125,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
571,traco,89,THM 3-2421,DC/DC,,,18,36,,3,,,83,5,-5,,0.3,0.3,,Dual,6,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
572,traco,89,THM 3-2422,DC/DC,,,18,36,,3,,,87,12,-12,,0.125,0.125,,Dual,6,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
573,traco,89,THM 3-2423,DC/DC,,,18,36,,3,true,2:1,86,15,-15,,0.1,0.1,,Dual,6,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
574,traco,89,THM 3-4810,DC/DC,,,36,75,,3.3,,,81,3.3,,,1,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
575,traco,89,THM 3-4811,DC/DC,,,36,75,,3,,,84,5,,,0.6,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
576,traco,89,THM 3-4812,DC/DC,,,36,75,,3,,,87,12,,,0.25,,,Single,5,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
577,traco,89,THM 3-4813,DC/DC,,,36,75,,3,,,87,15,,,0.2,,,Single,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
578,traco,89,THM 3-4815,DC/DC,,,36,75,,3,true,2:1,87,24,,,0.125,,,Single,5,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
579,traco,89,THM 3-4821,DC/DC,,,36,75,,3,,,83,5,-5,,0.3,0.3,,Dual,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
580,traco,89,THM 3-4822,DC/DC,,,36,75,,3,,,86,12,-12,,0.125,0.125,,Dual,6,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
581,traco,89,THM 3-4823,DC/DC,,,36,75,,3,,,86,15,-15,,0.1,0.1,,Dual,7,PCB Mount,THT,mm,31.8,20.3,10.5,-40,100,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
582,traco,90,TPP 150-112,AC/DC,85,264,120,370,,150,,,91,12,,,12.5,,,Single,4,Chassis Mount,Terminal,mm,116.8,62,39.2,-25,80,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
583,traco,90,TPP 150-115,AC/DC,85,264,120,370,,150,,,92,15,,,10,,,Single,4,Chassis Mount,Terminal,mm,116.8,62,39.2,-25,80,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
584,traco,90,TPP 150-124,AC/DC,85,264,120,370,,150,,,92,24,,,6.25,,,Single,4,Chassis Mount,Terminal,mm,116.8,62,39.2,-25,80,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
585,traco,90,TPP 150-128,AC/DC,85,264,120,370,,150,,,92,28,,,5.36,,,Single,4,Chassis Mount,Terminal,mm,116.8,62,39.2,-25,80,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
586,traco,90,TPP 150-136,AC/DC,85,264,120,370,,150,true,,92,36,,,4.17,,,Single,4,Chassis Mount,Terminal,mm,116.8,62,39.2,-25,80,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
587,traco,90,TPP 150-148,AC/DC,85,264,120,370,,150,true,,92,48,,,3.13,,,Single,4,Chassis Mount,Terminal,mm,116.8,62,39.2,-25,80,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
588,traco,91,TMR 3-0510E,DC/DC,,,4.5,9,,3,true,2:1,71,3.3,,,0.7,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
589,traco,91,TMR 3-0511E,DC/DC,,,4.5,9,,3,true,2:1,73,5,,,0.6,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
590,traco,91,TMR 3-0512E,DC/DC,,,4.5,9,,3,true,2:1,79,12,,,0.25,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
591,traco,91,TMR 3-0513E,DC/DC,,,4.5,9,,3,true,2:1,79,15,,,0.2,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
592,traco,91,TMR 3-0521E,DC/DC,,,4.5,9,,3,true,2:1,74,5,-5,,0.3,0.3,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
593,traco,91,TMR 3-0522E,DC/DC,,,4.5,9,,3,true,2:1,79,12,-12,,0.125,0.125,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
594,traco,91,TMR 3-0523E,DC/DC,,,4.5,9,,3,true,2:1,79,15,-15,,0.1,0.1,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
595,traco,91,TMR 3-1210E,DC/DC,,,9,18,,3,true,2:1,75,3.3,,,0.7,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
596,traco,91,TMR 3-1211E,DC/DC,,,9,18,,3,true,2:1,78,5,,,0.6,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
597,traco,91,TMR 3-1212E,DC/DC,,,9,18,,3,,,83,12,,,0.25,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
598,traco,91,TMR 3-1213E,DC/DC,,,9,18,,3,true,2:1,83,15,,,0.2,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
599,traco,91,TMR 3-1221E,DC/DC,,,9,18,,3,true,2:1,79,5,-5,,0.3,0.3,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
600,traco,91,TMR 3-1222E,DC/DC,,,9,18,,3,true,2:1,83,12,-12,,0.125,0.125,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
601,traco,91,TMR 3-1223E,DC/DC,,,9,18,,3,true,2:1,83,15,-15,,0.1,0.1,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
602,traco,91,TMR 3-2410E,DC/DC,,,18,36,,3,true,2:1,75,3.3,,,0.7,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
603,traco,91,TMR 3-2411E,DC/DC,,,18,36,,3,true,2:1,78,5,,,0.6,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
604,traco,91,TMR 3-2412E,DC/DC,,,18,36,,3,true,2:1,83,12,,,0.25,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
605,traco,91,TMR 3-2413E,DC/DC,,,18,36,,3,true,2:1,83,15,,,0.2,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
606,traco,91,TMR 3-2421E,DC/DC,,,18,36,,3,true,2:1,80,5,-5,,0.3,0.3,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
607,traco,91,TMR 3-2422E,DC/DC,,,18,36,,3,true,2:1,83,12,-12,,0.125,0.125,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
608,traco,91,TMR 3-2423E,DC/DC,,,18,36,,3,true,2:1,83,15,-15,,0.1,0.1,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
609,traco,91,TMR 3-4810E,DC/DC,,,36,75,,3,true,,75,3.3,,,0.7,,,,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
610,traco,91,TMR 3-4811E,DC/DC,,,36,75,,3,true,,78,5,,,0.6,,,,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
611,traco,91,TMR 3-4812E,DC/DC,,,36,75,,3,true,2:1,83,12,,,0.25,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
612,traco,91,TMR 3-4813E,DC/DC,,,36,75,,3,true,2:1,83,15,,,0.2,,,Single,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
613,traco,91,TMR 3-4821E,DC/DC,,,36,75,,3,true,2:1,80,5,-5,,0.3,0.3,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
614,traco,91,TMR 3-4822E,DC/DC,,,36,75,,3,true,2:1,83,12,-12,,0.125,0.125,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
615,traco,91,TMR 3-4823E,DC/DC,,,36,75,,3,true,2:1,83,15,-15,,0.1,0.1,,Dual,7,PCB Mount,THT,mm,21.8,9.3,11.2,-40,85,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
616,traco,92,TEC 2-1210WI,DC/DC,,,4.5,18,,2,true,4:1,75,3.3,,,0.5,,,Single,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
617,traco,92,TEC 2-1211WI,DC/DC,,,4.5,18,,2,true,4:1,80,5,,,0.4,,,Single,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
618,traco,92,TEC 2-1219WI,DC/DC,,,4.5,18,,2,true,4:1,81,9,,,0.222,,,Single,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
619,traco,92,TEC 2-1212WI,DC/DC,,,4.5,18,,2,true,4:1,81,12,,,0.167,,,Single,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
620,traco,92,TEC 2-1213WI,DC/DC,,,4.5,18,,2,true,4:1,82,15,,,0.134,,,Single,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
621,traco,92,TEC 2-1215WI,DC/DC,,,4.5,18,,2,true,4:1,82,24,,,0.083,,,Single,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
622,traco,92,TEC 2-1221WI,DC/DC,,,4.5,18,,2,true,4:1,80,5,-5,,0.2,0.2,,Dual,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
623,traco,92,TEC 2-1222WI,DC/DC,,,4.5,18,,2,true,4:1,82,12,-12,,0.083,0.083,,Dual,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
624,traco,92,TEC 2-1223WI,DC/DC,,,4.5,18,,2,true,4:1,81,15,-15,,0.067,0.067,,Dual,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
625,traco,92,TEC 2-2410WI,DC/DC,,,9,36,,2,true,4:1,76,3.3,,,0.5,,,Single,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
626,traco,92,TEC 2-2411WI,DC/DC,,,9,36,,2,true,4:1,80,5,,,0.4,,,Single,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
627,traco,92,TEC 2-2419WI,DC/DC,,,9,36,,2,true,4:1,80,9,,,0.222,,,Single,7,PCB Mount,THT,mm,21.8,9.1,11.2,-40,93,2025-04-22 19:38:18.207,2025-04-22 19:38:18.210
